question;class
Как узнать после экзаменов зачислен или нет? ;RANG
Здравствуйте, подал оригиналы в магистратуру, копию диплома не сделал. Устраиваюсь на завод, там в анкете нужно написать серию и номер диплома. Можно будет узнать серию и номер диплома в приёмной комиссии? ;ORG
Скажите, пожалуйста, учеба начинается 1 или 3 сентября? (ХТФ) ;ORG
при зачислении на заочное на контрактной основе, когда будет подписан контракт и когда нужно оплатить за учёбу? ;ORG
при зачислении на заочное на контрактной основе, когда нужно принести оригинал документов? ;ORG
Здравствуйте. Подскажите пожалуйста, я после университета подал документы в магистратуру на горно-нефтянной факультет специальность Техносферная безопасность, какого числа будет вступительный экзамен? ;ENTER
Подавала документы только на ГМУ, могу ли после сдачи перейти на Социологию. Или уже без шансов? ;RANG
до какого числа принимаются оригиналы для поступления в магистратуру? ;DOC
Подскажите платит я ли стипендия в магистратуре очной на бюджете? ;ORG
можно ли пересдать экзамен вступительных испытаний, если мой балл ниже проходного? ;ENTER
По баллам прохожу на контракт, в экзамене по русскому языку уверен. До какого числа нужно написать согласие на поступление? Приёмная комиссия работает в таком же режиме? ;ORG
Заканчивал НПО, есть результаты экзаменов, могут ли мне их зачесть? ;ENTER
Добрый день, у меня вопрос такой знакомая училась на программиста в авиационном техникуме и поступила в политех (прошлом году)на управление качества учёба у неё 3,5 года получается ускоренное и у неё профильное получается образование или нет...  Я поступаю туда же на управление качества тоже программист и мне сказали что обучение будет 5 лет.  Как понять профильное образование кто туда вообще подает? ;ENTER
Добрый день,во сколько сдача экзамена в резервный день?мне сказали что можно будет подойти 11 числа. ;ENTER
Подавал документы на три факультета. Обязательно чтобы баллы были проставлены во всех трёх экзаменационных листах или достаточно в одном? ;DOC
Здравствуйте!Сдавала вступительные экзамены,математика хорошо,физику не набрала баллы,сижу на русский не теряю надежды!Скажите,может есть какой то шанс,хоть небольшой!?Спасибо! ;RANG
Какого числа публикуются списки зачисленных? ;RANG
Если поступаю на ускоренное заочное, по контракту, математику сдал на 40 баллов, а физику на 13, есть шансы быть зачисленным? Или уже без шансов? ;RANG
Если набрал 40 баллов по физике это проходной? ;RANG
При каких условиях можно прийти сдать экзамен в резервный день? ;ENTER
Здравствуйте!6 числа была зачислена на ФПММ(очник, бюджетник). Могу ли я написать заявление на гос социальную стипендию, если студенческого пока что нет? ;ORG
Подал документы на АТТП в хтф и этф. Чем они отличаются? Есть ли информация о предметах или программе обучения? Можно ссылку ;ORG
Если математику прошёл по баллам, а физику недобрал по баллам, то до русского уже не допустят? ;ENTER
Подскажите пожалуйста, сдавала вступительные экзамены, не прошла по баллам по физике, завтра экзамен по русскому. У меня ещё действует ЕГЭ по физике и русскому. Можно ли сейчас их принести и засчитают ли мне их? Сразу не подумала что можно воспользоваться ЕГЭ. 09.08.18 ;ENTER
Если на факультете недобор, 1 экзамен завалил, есть возможность ещё поступить? ;RANG
здравствуйте, подал документы на поступление в ваш вуз, и сейчас сдаю экзамены.  Но после сдачи экзаменов мне нужно будет срочно уехать, если меня возьмут в вуз, то возможно ли передать оригиналы через родителей? нужна ли для этого доверенность и нужно ли её заверять натариально? ;ORG
Если опоздаю на экзамен примерно на 30 минут, впустят ли меня его написать? ;ENTER
Завтра не смогу присутствовать на экзамене по русскому языку. Причина - прохождение медосмотра для устройства на работу. Если принесу справку из больницы будет ли это уважительная причина и смогу ли я написать экзамен в резервный день? ;ENTER
Что делать если по некоторым причинам не смог приехать на вступительные экзамены?08.08.18 и 09.08.18 ;ENTER
Где смотреть результаты вступительных экзаменов? ;ENTER
Дает ли бонус прохождение подготовительных курсов? ;PRIV
Если по одному из экзаменов недобор, то можно ли перекинуть баллы выше минимума с одного на другой чтобы поступить хотя бы на бюджет? ;RANG
Существует ли возможность поступить на 2 курс не на бюджет на ГНФ-НГД (2018 последний год когда принимают на данное направление), сдав в следующем году на 200+ ЕГЭ и сдать все экзамены 1 курса летом? Такое вообще возможно? ;RANG
Если поступаешь не на бюджет, а на платное обучение, есть возможность быть зачисленным при 20 баллах по математике? ;RANG
ВЕчером будут уже известны результаты по физике или только завтра? ;RANG
Поступаю на заочное отделение. Набрал по математике 20 баллов, пересдать можно или нет? Также, значит ли это что я не прошел вступительные экзамены и зачислен не буду? ;ENTER
Отпадает ли возможность поступления если не набрал минимум баллов? ;ENTER
В гиперссылке пофамильные списки абитуриентов, только те кого зачислили, как баллы посмотреть? ;RANG
Если по математике набрал 20 баллов то все не прошел получается? ;RANG
Добрый день, может ли контракт забрать за меня другой человек? Нужна ли доверенность в данном случае? ;ORG
Здравствуйте, могу ли я заморозить своё обучение на неопределенное время? ;ORG
Если ЕГЭ стоит за физику то мне можно не сдавать ее вступительный экзамен? ;ENTER
Если завалил один экзамен,могу переслать его?математика например?поступал на заочку ;ENTER
Подскажите,чтобы получать губернаторскую стипендию нужно писать какое-либо заявление? ;ORG
Здравствуйте, подскажите пожалуйста, сколько будут стоить подготовительные курсы для сдачи вступительных экзаменов? ;ENTER
Как подписать договор? Какой представитель нужен, и нужны ли какие-то дополнительные Документы, если уже сданы оригиналы? Заранее спасибо. ;ORG
на вступительных экзаменах на заочное обучение можно ли пользоваться конспектами? ;ENTER
Нужно ли заводить банковскую карту для получения степендии или университет её сделает? ;ORG
Сколько дней в неделю учатся социологи? ;ORG
У меня вопрос по зачислению. Перед первым этапом зачисления мне позвонила девушка сказала, что я вроде не прохожу по конкурсу и могу идти за документами, т. к. документы можно забрать до 26 августа, я сразу не пошла. Смотрю ежедневно результат зачисления на ХТНВ, до настоящего момента зачислено 12 человек. Должно быть 15 на бюджет. Могу ли я рассчитывать на бюджет, набрала 207 баллов. Или держите эти три места для своих? ;RANG
На первом курсе все занятия МТФ будут проходить в главном корпусе? Какие в других корпусах? ;ORG
Доброго времени суток. Напомните, пожалуйста, ко скольки приехать нужно 7.08.2018? Говорили что будет какая-то встреча перед экзаменами... Заранее спасибо за ответ. ;ORG
Добрый вечер. Скажите, пожалуйста, во сколько нужно приходить на зачисление тем, кто поступил на социологию? В 10:30, так ведь? ;ORG
У абитуриентов, которые оплачивают обучение тоже конкурс?Или кто первый успел составить договор, тот и зачислен? ;ORG
Какой первоначальный взнос по договору, если в дальнейшем оплата обучения будет производиться за счет материнского капитала???? ;ORG
Соц. стипендия только для бюджетников? ;ORG
Я прохожу во вторую волну, мне завтра обязательно приезжать на зачисление? ;ORG
Где будут проходить пары на МТФ ТАМП? Все в главном  корпусе? ;ORG
У меня 166 баллов. Попадаю ли я на зачисление во вторую волну по специальности ФПММ-ФОП? Заранее спасибо. ;RANG
Добрый день. Являюсь студенткой колледжа , в следующем году после окончания планирую поступать по целевому приёму. Мне нужно будет сдать вступительные экзамены к вам или ЕГЭ? ;ENTER
Поступаю очно на магистратуру ещё заочно на контракт. Для зачисления на контракт требуется ли оригинал документа (при условии что оригинал диплома будет в другом факультете)? ;DOC
Во время экзамена Политех не предоставляет общежитие? Если предоставляет куда обращаться? ;HOST
Добрый день.Можно ли заселиться в общежитие гум.факультета 2 сентября. второй курс? ;HOST
Во сколько будет зачисление на мтф? ;ORG
Где можно найти список предметов, которые были у Разработка и эксплуатация нефтяных и газовых месторождений в 2017-18 году? ;ORG
Добрый день! Подскажите как нужно оформить соц.степендию и какие документы для этого нужны? ;ORG
На первом курсе электротеха занятия больше проходят в главном корпусе или на комплексе? ;ORG
Здравствуйте! До какого числа необходимо предоставить оригинал документа об образовании и заявление о зачисление на заочное обучение? Какого числа будет проходить зачисление на бюджет?  (заочное) ;ORG
Здравствуйте. Где можно найти список дисциплин по направлению РНГМ - Специализация: Разработка и эксплуатация нефтяных и газовых месторождений? ;ORG
Здравствуйте, для допуска к междисциплинарному экзамену надо на факультете получить направление? Возможно ли это сделать в субботу(11.08.2018) и если да подскажите пожалуйста график работы. ;ENTER
Сегодня еще принимают документы??? ;DOC
Где будет проходить зачисления на электромеханмку (какая ауд. время?) ;ORG
Подскажите пожалуйста номер приёмной комиссии этф? ;ORG
Сегодня все факультеты принимают оригиналы до 18:00 или некоторые до 19:00? ;DOC
Когда нужно платить за общежитие? ;HOST
До какого числа нужно сдать оригиналы документов на заочном отделении? ;DOC
Какого числа приходить на зачисления на вторую волну? ;ORG
Занятия мех.-тех. факультета в главном корпусе? ;ORG
Скажите, прикрепляют ли студентов к какой-либо больнице? ;ORG
Сколько дней учиться аэрокосмический факультет , рд? ;ORG
Здравствуйте, при поступлении к вам после колледжа можно выбрать факультет только аналогичный тому, что я изучал в колледже или же можно выбрать иной? ;ENTER
Со скольки завтра работает приемная комиссия ? ;ORG
Подскажите, когда конец приема оригиналов на 2 волне? ;DOC
Добрый день. Подскажите 7.08.18 куда и восколько подходить с распиской для поступления на заочное? ;ORG
Студенты каких факультетов обучаются в главном корпусе? ;ORG
Даётся ли общежитие тем, кто проживает в Перми? ;HOST
Заявления на очное обучение больше не принимаете? ;DOC
Когда будут списки зачисленных на заочное отделение химической технологии? ;RANG
если тебе еще нет 18 лет нужно подходить Ауд. 151 (гл.корпус)чтобы встать на воинский учёт? ;ORG
Подача заявлений на заочное отделение, 6 августа включительно? ;DOC
на первую волну попадают 80% подавших заявление, нужно считать уже с КОП, ЦП, ОПК или без? ;RANG
По какому столбцу в списках смотреть свой номер: ?сквозной? или ?в конкурсе?? ;RANG
Я подавала заявление на три направление на очную форму, и сдавала вступительные,но не прошла по балла. Могу ли я перейти на заочну форму обучение, уже не сдавать вступительные, если не подавала заявления на заочку? ;ENTER
Здравствуйте!  В какое время 06.08.2018г. будут известны результаты итогов зачисления по второй волне (МТФ)? На Вашем сайте на данный вопрос ответа не нашёл!  Заранее спасибо! ;RANG
Куда нужно подойти, чтобы встать на воинский учёт? Что нужно взять с собой? И когда можно подойти? ;ORG
Добрый день.  Не успела подать заявление на поступление на заочную форму обучения. В связи с отсутствием в городе.  Подскажите, подача заявлений только до 3 августа осуществлялась?  С уважением, Александра. ;DOC
Обязаны ли присутствовать родители при заключении договора? Или достаточно будет моей бабушки ( она осуществляет платеж ) ;ORG
Я в этом году подучил степень бакалавра по направлению ТМО в БФ ПНИПУ. Если я подам заявку на поступление в магистратуру по тому же направлению 15.04.02 - Технологические машины и оборудование (ТМО) то мне надо будет сдавать вступительные экзамены в общем порядке? Или я могу пройти по результатам моих ГОС экзаменов? ;ENTER
Если в ходе обучения я переведусь в другой вуз с военной кафедрой, к примеру отучусь 1 и 2 курс в пнипу, а 3 и 4 курс в вузе с военной кафедрой,то меня заберут в армию? ;ORG
Здравствуйте. Не можем найти данную информацию. После 9 класса есть специальности? ;ENTER
Скажите пожалуйста сколько бюджетных мест на строительном факультете. Данный в таблицах разные?  98 (-6) или все таки 87? ;ENTER
Где найти список предметов, которые будут преподавать в Вузе? ;ORG
Можно ли вместо сертификата о прививках предоставить прививочную карту? ;DOC
Подскажите , сколько дней в неделю учиться очная форма обучения? ;ORG
Добрый день. Подскажите пожалуйста когда будет проводиться зачисление на гуманитарный факультет, направление лингвистика по контракту? ;ORG
Где и во сколько сегодня зачисление на лингвистику? ;ORG
Могу ли я перевестись из БФ в Пермский с ТНВ на ТНВ после первого курса?Не нужно ли мне будет сдавать никаких экзаменов и получать зачётка при переводе? ;ENTER
Сколько баллов по ЕГЭ надо иметь, чтобы получать губернаторскую стипендию по направлению Экономика? ;RANG
По какому номеру отслеживать свою очередность в списке, по сквозному или по номеру в конкурсе? ;RANG
Как восстановится на электротехнический факультет на заочное обучение? Куда и когда обратиться? Т.заочного отделения не отвечает. ;ENTER
А приемная комиссия и бухгалтерия  работают в субботу ? ;ORG
Общежитие нужно будет оплачивать в бухгалтерии? Если да, то со скольки она работает по будням, в какой аудитории находится и можно ли оплатить общежитие до 27 августа? ;HOST
Возьмут ли учиться с судимостью? ;ORG
В какие месяцы учёба на заочке горнонефтянного и строительного факультета начинается 1 курс? на 2018-2019 год ;ORG
Скажите пожалуйста, могу ли я с аэрокосмического факультета забрать оригиналы и сдать на горно-нефтяной? Заявление я туда подавал ;ENTER
когда писать заявление на получение губернаторской стипендии? ;ORG
На зачислении не дали никакого заявления на общежитие, просто спросили нуждаюсь ли. Так и должно быть и когда заселение? ;HOST
Забыл подойти в 151 кабинет (военнообязанный). Когда можно будет туда подойти? ;ORG
А губернаторская стипендия платится и тем, кто по договору учится?и на всех ли  факультетах дают эту стипендию ;ORG
Работает ли бухгалтерия по субботам ? И можно ли оплатить обучение картой? ;ORG
Здравствуйте. Можно ли будет перевестись со 2 курса на заочное? ;ENTER
могу ли я забрать документы из березниковского филиала и подать их в пермский филиал? ;ENTER
Здравствуйте. Стипендии платятся только тем, кто учится на бюджете? ;ORG
во сколько будет зачисление на гнф по специальности мон? ;ORG
Можно ли после 2 курса перейти на заочку так как получаю пенсию по потери кормильца? ;ENTER
Вчера подавал заявление на заочное обучение, строительный факультет, а в списках до сих пор не появился, может быть задержка какая-то? ;RANG
Если я не прошла на бюджет, но хочу приехать и оформить контракт, обязательно ли это мне делать 2 августа или можно позже? Мое место не пропадет ? ;ORG
Если всего 23 бюджетных мест, а я на 21 (по оригиналом), то я не попадаю на 1 волну? ;RANG
Добрый день подскажите во сколько завтра появятся списки о зачислении? ;RANG
В приемной комиссии мне сказали, что оригиналы на рекламу и связи с общественностью собирают на зачислении - 3 августа. Вопрос: почему 2 августа уже начали собирать оригиналы? ;DOC
Добрый день. До какого числа необходимо сдать оригиналы документов заочная форма (контракт)? ;DOC
Если уже подал заявление в магистратуру без оригинала, можно ли сейчас (02.08.2018) его донести? ;DOC
Здравствуйте, зачисление у платников происходит в разные дни, я так понимаю? Вижу, что уже 3 числа. Я же могу составить договор и оплатить его до 20 августа? ;ORG
Когда можно будет приехать и взять экщаминационные листы? ;ENTER
а для чего нужно обязательно быть на зачислении?ели из 15-ти бюджетных мест я 18-ый,стоит мне приезжать или нет? ;ORG
Согласие. Если не попала в первую волну,то сегодня можно приехать и написать заявление? ;DOC
А что в приоритете при зачислении-результаты внутренних экзаменов или результаты егэ?Читал,что в некоторых вузах добавляют некоторое количество бюджетных мест именно для поступающих по егэ.Здесь такое есть? ;RANG
Здравствуйте. Хотела узнать когда нужно писать заявление на зачисление? ;DOC
Если на направлениях будет недобор, то можно ли будет подать оригиналы на данные направления, если не подавал документы вообще? Если можно то как и когда это сделать? ;PRIV
Отдадут ли оригиналы, если в графе При условии непоступления на бюджетные места согласен на участие в конкурсе  на места по договорам об оказании платных образовательных услуг поставил галочку?  И  где и когда их можно будет забрать? (Химико-технологический) ;DOC
Здравствуйте, можно занести мед.справку в течение дня или только во время зачисления? ;DOC
Если 3 августа уже выйдет приказ о зачисленных в 1 волну, то как может человек, пришедший во 2 волну, то есть после 3 августа, вытеснить человека из списка, который прошёл в 1 волну? ;RANG
Если на зачисление 2 августа не придут некоторые абитуриенты? ;ORG
Предоставляется ли отсрочка от армии при поступлении после школы? ;ORG
Добрый день!  Предоставляется ли отсрочка от армии? ;ORG
Нужно ли нести фотографии, если в комиссии их было сдано 6 шт? ;DOC
Добрый день!  Есть ли военная кафедра (военное обучение) или отсрочка от армии? ;ORG
Здравствуйте. Я не прохожу в 1 волну и хотел бы взять оригинал моего аттестата. 1) Есть ли у меня такая возможность? 2) Где мне его получить? ;DOC
Как узнать, подписал ли декан мой договор о платном обучении? ;ORG
Работает ли приёмная комиссия 5 августа (воскресенье)? Если да, то по времени. Спасибо! ;ORG
в первую волну попал в зачисление,но хотим забрать оригинал. можно забрать оригинал 2-го числа из бф пнипу? ;DOC
Здравствуйте! Когда нужно приезжать на зачисление,есди договор на платное обучение еще не подписан? ;ORG
Как можно поделить оплату за обучение? Есть ли рассрочка? ;ORG
Во сколько Завтра на зачисление на автодорожный факутет надо прийти? ;ORG
А на зачислении обязательно нести копию ИНН или можно принести оригинал? ;ORG
Если по количеству оригиналов я 9,то нужно завтра приехать на зачисление? ;ORG
Когда будут списки зачисленных в первую волну? ;RANG
До кого  времени будут обновляться списки? ;RANG
После оплаты  договора 100% зачислят или нет ? ;ORG
Почему на первую волну зачисления уже в 19ч продолжают обновляться списки? Документы должны были принять до 18ч,почему в в19ч продолжают новых людей зачислять? ;RANG
Если ты принёс оригинал, но проходишь по контракту, то когда зачисление? ;ORG
Когда будут списки поступивших? ;RANG
До какого числа можно принести  оригинал аттестата и написать заявление о зачисление на обучение по договору на очное отделение и  очно-заочное? ;ORG
Влияет ли как то + в графе льгота/преимущество? ;PRIV
Здравствуйте, если вообще не принести оригиналы документов в первой волне, можно ли приносить их во второй волне? ;DOC
Как происходит сдача междисциплинарного экзамена в магистратуру? Это закрытый тест в вариантами ответом либо вытягиваешь билет и сидишь пишешь развернутый ответ? Очень переживаю! ;ENTER
До какого числа нужно оплатить обучение  на гумф ? ;ORG
Если 20 бюджетных мест, а в списке я стою на 18 месте то попадаю я в первую волну зачисления? ;RANG
Написано 70 бюджетных мест на химической технологии, это и есть 80% первой волны? ;RANG
Если зачисляется в первую волну 80% от всех поступающих, и например получается число 15.2, то оно округляется в большую сторону? ;RANG
Как часто сегодня будут обновляться списки? ;RANG
Здравствуйте, скажите пожалуйста, если на направление подано 21 оригинал. Из них 4 человека ОПК и 1 человек КОП, но они уже зачислены. и остается 16 человек с оригиналами (вместе со мной). попадаю ли я в 1 волну или нет? Просто если считать, то 16 человек должны попасть в 1 волну, а во вторую 4 человека останется. ;RANG
добрый день. Если в 1 волну проходим на бюджет, все места заняты с оригиналами, то будет ли вторая волна? ;RANG
Ко скольки часам прибыть на зачисление 02.08.18г.?  Напраыление 10.05.03 - Информационная безопасность автоматизированных систем. ;ORG
В магистратуре есть 2 волна приема? ;RANG
Добрый день. Скажите пожалуйста, зачисление на платное обучение (ГумФ,Экономика) 03.08.2018 пройдет только по тем, кто уже оплатил по договору? А по тем кто сдал оригинал но не оплатил зачисление будет в другие дни только после оплаты? ;RANG
Если во вторую волну принесут документы с баллами выше чем у меня, то я могу ещё не пройти по конкурсу? И когда точно уже будет известно поступил ты или нет ;ORG
до какого числа можно забрать оригинал ,если решил попытаться сдать его в другой вуз во вторую волну? ;DOC
Здравствуйте, когда, во сколько и куда подходить для зависления на направление информационная безопасность автоматизированных систем? ;ORG
Добрый день! У меня заключен договор , но ещё не оплачен. Мне нужно явиться на зачисление 2.08.2018 или 1.08.2018? ;ORG
Что, если на зачисление не принести ИНН?Боюсь, что не успею сделать его. У меня уже заключен договор и оплачена учеба. ;ORG
как поступить если оригиналы аттестата находятся в другом городе, и там я не прохожу по конкурсу? Можно ли принести оригиналы во вторую волну? ;DOC
До скольки сегодня будет работать приемная комиссия гнф? ;ENTER
Здравствуйте! А что будет если бюджетных мест на направление 20, а оригиналов будет сдано всего лишь 10? ;RANG
Если у меня не свидетельство ИНН, а уведомление о постановке на учет в налоговом органе физ.лица по месту жительства, то оно подойдёт на зачислении? ;ORG
Здравствуйте. В рейтинге нужно смотреть номер сквозной или номер в конкурсе? ;RANG
если я подписываю согласие о зачислении, находясь на последнем месте в списке на бюджет, но потом после меня приходит человек на ту же специальность и с баллом, выше моего, можно будет об этом как-то узнать до 6 вечера, чтобы перевестись на другое направление? мне Вам позвонить или Вы все же сами сообщаете? ;ORG
Здравствуйте! Скажите пожалуйста сколько нужно правильных ответов для того чтобы набрать минимальное количество баллов по физике на внутреннем экзамене? по русскому языку? ;ENTER
Можно ли сдать оригиналы документов сегодня 01.08.2018 года? ;DOC
При получении степендии из нее будет вычитаться налог или эта уже сумма с налогом, например, для губернаторской? ;ORG
Здравствуйте, а как можно отказаться от общежития? ;HOST
Допустим, оригиналы документов поданы на одну специальность во второй волне, но по итогам второй волны на бюджет не поступаешь, то есть ли возможность поступить на бюджет на другую специальность? ;ORG
Может ли мой родитель забрать оригинал без меня и отдать его в другое направление? Так как нахожусь в другом городе и не имею возможности ;DOC
если я последний в списке на бюджет и завтра подпишу согласие о зачислении, но потом после меня придет кто-то(с оригиналом) с большими баллами, то смогу ли я перевестись на другое отделение, на которое подавал раньше, но без оригинала? ;ORG
можно принести оригинал 1 августа?когда можно принести оригинал для того,чтобы пройти во 2 волне? ;DOC
Если я уже подал оригинал, до какого числа необходимо донести все остальные документы? Обязательно ли необходимо присутствовать при зачислении? Если да, то когда и во сколько? (Чайковский Факультет). ;DOC
Нужны ли фотографии, если я подавал на несколько направлений(на каждое по 2) и в сумме у меня их около 4-6 именно в политехе? ;DOC
Здравствуйте! Я хочу переводиться с тнв (БФ ПНИПУ) на химическую технологию в головной институт, куда я попаду? На общий профиль или также на тнв?(После первого семестра) ;ORG
ДОБРЫЙ ДЕНЬ. МОЖНО УЗНАТЬ КОГДА И ГДЕ БУДЕТ ЗАЧИСЛЕНИЕ НА СПЕЦИАЛЬНОСТЬ АТПП? ;ORG
Зачисление проходит в главном корпусе? ;ORG
Нужно ли приносить какие-либо документы на зачисление? ;ORG
Добрый вечер. Скажите, пожалуйста, могу ли я донести ИНН позже(3 августа), а остальные документы завтра(1 августа)? Буду ли я зачислена в таком случае? спасибо за ответ. ;DOC
Губернаторская стипендия от скольки баллов? ;ORG
Если я зачислен в первую волну,но я решу перенести оригинал на другой факультет на вторую волну зачисления,как долго длится процедура отчисления? ;ORG
К кому надо обратиться, чтобы получить общежитие на 1 и 2 августа? ;HOST
У ребят, которые учатся на направлении химическая технология, все занятия проходят на комплексе? ;ORG
почему в 1 час подал оригиналы документов, но до сих пор в перечне лиц подавших оригинал не отразился? Ведь списки должны обновляться каждые 15 минут ;RANG
Так и не ответили на мой вопрос.  1. Если по внутреннему экзамену 15 правильно решённых заданий это 100 баллов. То как понять 36 баллов, в какую сторону округляется?  2. с какими техникумами по Перми есть договор об аккредитации, чтобы можно было после техникума продолжить обучение в пнипу не с 1, а с 2-3 курсов? ;ENTER
Скажите пожалуйста когда будут известен список, кто зачислен и когда нужно приехать на зачисление? ;RANG
Здравствуйте, такой вопрос. Есть ли возможность перевестись со второго курса очного отделения на заочное с сохранением курса? Те не начинать с 1 курса, а именно перевестись на второй заочного. ;ORG
Как поступить в Политех на заочку, если закончил 9 классов, и пока что нет диплома спо? ;ENTER
Здравствуйте, увидела в разделе на сайте ПНИПУ Какую профессию выбрать профессию инженер-экономист в области инноваций. В этом же разделе было сказано, что для получения данной профессии необходимо учиться на Гуманитарном факультете, профиль-экономика инноваций. Но в общих таблицах, такого направления нет. Скажите, пожалуйста, есть ли данное направление, если нет - то можно ли получить эту профессию на другом факультете ПНИПУ? ;ORG
Добрый день, подскажите школу закончил в 1999 году, ЕГЭ соответственно не сдавал, каким образом могу поступить на Нефтегазовое дело? Являюсь ветераном боевых действий, будет ли данный статус при поступлении каким-то зачетом к поступлению? ;PRIV
Можно ли ещё поступить на заочное отделение? ;ENTER
